product_id,domain,category,subcategory,title,display_name,capacity_range,short_description,product_info,technical_details,applications,model_count,spec_status,source_type,source_url
PROD-059,i-power,UPS Solutions,Rack-Mountable,T-4011 3-5k TL 1-1 (1PF) Without Battery (3-5KVA),T-4011 3-5k TL 1-1 (1PF) Without Battery (3-5KVA),3-5KVA,"The i-power T-4011 series is a true online double-conversion Rack-Tower UPS that can provide your critical equipment with reliable and stable pure sine wave power. It features significan advantages, including an output power factor up to 1 and overal efficiency > 95%. It also provides a highly reliable and energy saving green power system.","Its a verstile, high quality, cost competitive UPS developed to handle a wide voltage range and inconsistent power conditions. Due to its 3-level Inverter technology, The T-4011 provides a safe power supply guaranteed for mission critical equipments, telecommunication devices, precision equipment and more",FEATURES High frequency on-line double conversion single phase High Output Power Factor Wide input voltage range  EPO Function 48VDC High Charge Current LCD Display comprehensive information about UPS working. Also multi page history record displayed on LCD OH1003R10400S 3KVA OH1005R10400S 5KVA,"Network, Banking, Servers, PC, Security, Education, E-commerce, Labs, Emergency Devices, Control circuits",2,verified,website,https://i-sol.co.uk/product-line-4
PROD-060,i-power,UPS Solutions,Rack-Mountable,T-4011 6-10k TL 1-1 (1PF) compatible with Lithium batteries,T-4011 6-10k TL 1-1 (1PF) compatible with Lithium batteries,6-10KVA,"The i-power T-4011 Lithium-ion Series (6kVA–10kVA) is a compact 2U double-conversion UPS featuring a unity power factor (VA=W) for maximum energy density. Designed for critical sectors like finance and healthcare, it utilizes LiFePO4 technology with a smart BMS that synchronizes real-time battery health and charge status.","The system offers up to 95.3% efficiency, supports up to eight external battery modules for extended backup, and includes built-in Ethernet for cloud-based monitoring. Certified to CE, UL, and IEC standards, this versatile rack/tower unit ensures zero transfer time and a rapid 1.5-hour recharge to 90% capacity.","Maximum output power factor is 1, VA=W Up to 95% leading efficiency Level 3 Built-in lithium battery connection , synchronization with UPS (SOC, SOH, behavior, external balancing) Long backup time with up to 8 EBMs cabinets, with automatic detection Compact design: 2U UPS+ 2U EBM Rack/tower dual set-up with rotatable LCD panel USB, RS232 port, dry contacts, RPO & ROO connectors, optional SNMP/Modbus Built-in Ethernet port for cloud connection Maintenance bypass accessory with load segment control Certification and Standards: UPS:CE; Battery: UN38.3, UL1973, IEC62619 OH1006R11600L / OH1006R16000L 6000VA/6000W OH1010R11600L / OH1010R16000L 10000VA/10000W OH2010R11600L 10000VA/10000W | Data quality notes (unresolved in source): OH1006R16000L: Model code also appears in series 23 ; OH1010R16000L: Model code also appears in series 23","Network, Banking, Servers, PC, Security, Education, E-commerce, Labs, Emergency Devices, Control circuits",5,verified,website,https://i-sol.co.uk/product-line-4
PROD-061,i-power,UPS Solutions,Rack-Mountable,T-4011 1-10k TL 1-1 (1PF) Without Battery (1-10KVA),T-4011 1-10k TL 1-1 (1PF) Without Battery (1-10KVA),1-10KVA,"The i-power T-4011 series is a true online double-conversion Rack-Tower UPS that can provide your critical equipment with reliable and stable pure sine wave power. It features significant advantages, including an output power factor up to 1 and overall efficiency > 95%. It also provides a highly reliable and energy saving green power system.","It is a versatile, high quality, and cost-competitive UPS developed to handle a wide voltage range and inconsistent power conditions. Due to its 3-level Inverter technology, The T-4011 series provides a safe power supply guaranteed for mission-critical applications such as computer equipment, telecommunication devices, precision instrument, network termination equipment, and more.",FEATURES High frequency on-line double conversion single phase - High Output Power Factor - ECO Function - Topology Comes with Eco friendly function to save cost - Input Voltage Wide input voltage range from 110-300 VAC Battery anti reverse connection alarm and safety and battery test function - EPO Function - Flexible Battery - LCD - All devices have EPO function available Flexible battery VDC options i.e. 192/240 VDC for long back-up 6 & 10 kVA models - Large and multifunctional LCD with comprehensive information about UPS working. Also multi page history record displayed on LCD Model / Rating OH1001C10300S 1KVA / 1KW OH1002C10600S 2KVA / 2KW OH1003C10800S 3KVA / 3KW OH1006C11600S 6KVA / 6KW OH1010C11600S 10KVA / 10KW,"Network, Banking, Servers, PC, Security, Education, E-commerce, Labs, Emergency Devices, Control circuits",5,verified,website,https://i-sol.co.uk/product-line-4
PROD-062,i-power,UPS Solutions,Rack-Mountable,T-4012 10-20k TL 3-1 (0.9PF) Without Battery (10-20KVA),T-4012 10-20k TL 3-1 (0.9PF) Without Battery (10-20KVA),10-20KVA,"The i-power T-4012 series is a true online double-conversion UPS
that can provide your critcal equipment with reliable and stable
sine wave power. It features significant advantages, including an
output power factor up to 0.9 and up to 90% AC-AC efficiency for
greater energy savings.","It is a versatile, high quality, and cost-competitive UPS developed
to handle a wide voltage range and inconsistent power conditions,
providing high efficiency and adaptivity to all kinds of
environments. The T-4012 series provides a safe power supply
guaranteed for mission-critical applications such as computer
equipment, telecommunication devices, precision equipment
instrument, network termination equipment, and more",Wide input voltage range to reduce the chance of un-necessary battery drainage and extend its life. Robust ECO Mode Up to 98% efficiency with higher system reliability. High Output Power factor upto 0.9 Generator Compatibility can be connected with different types of generators High input power factor 0.99 Intellegent Battery Management system Tested and Verified OH2010C81600S 10KVA / 8KW OH2015C81600S 15KVA / 12KW OH2020C81600S 20KVA / 16KW OH2010C92000S 10KVA / 9KW OH2015C92000S 15KVA / 13.5KW OH2020C92000S 20KVA / 18KW,"Network, Banking, Servers, PC, Security, Education, E-commerce, Labs, Emergency Devices, Control circuits",6,verified,website,https://i-sol.co.uk/product-line-4
PROD-063,i-power,UPS Solutions,Rack-Mountable,T-4011 1-10k TL 1-1 (1PF) Compatible with Li-ion battery (1-10KVA),T-4011 1-10k TL 1-1 (1PF) Compatible with Li-ion battery (1-10KVA),1-10KVA,"The i-power T-4011 series is a true online double-conversion Rack-Mountable UPS that can provide your critical equipment with reliable and stable pure sine wave power. Due to its smart design and high reliability, this series combined with Lithium-ion battery pack and energy saving green power options.","Due to its smart design and high reliability, this series combined with Lithium-ion battery pack and energy saving green power options.","Latest HF IGBT technology Latest HF switching power supply rectifier and PFC Technology to achieve high overall efficiency High Output PF Adopt Latest 3 Level technology to meet the critical load requirement with 1 PF output Large LCD Display 2.4 inch Large Color LCD+LED Screen with multi-functional keys Structure Design Standard 19” Rack-mount design Auto-Restart Auto restart (when mains power is restored, after discharge of the batteries). Tested and Verified All devices are fully tested and verified for maximum performance. OH1001R11200L OH1002R12300L OH1003R13000L OH1006R16000L OH1010R16000L 1KVA/1KW 2KVA/2KW 3KVA/3KW 6KVA/6KW 10KVA/10KW | Data quality notes (unresolved in source): OH1006R16000L: Model code also appears in series 20 ; OH1010R16000L: Model code also appears in series 20","Network, Banking, Servers, PC, Security, Education, E-commerce, Labs, Emergency Devices, Control circuits",5,verified,website,https://i-sol.co.uk/product-line-4
PROD-064,i-power,UPS Solutions,Rack-Mountable,T-4011 1-3k TL 1-1 (0.8PF) Compatible with Li-ion battery (1-3KVA),T-4011 1-3k TL 1-1 (0.8PF) Compatible with Li-ion battery (1-3KVA),1-3KVA,"The i-power T-4011 series is a true online double-conversion Rack-Mountable UPS that can provide your critical equipment with reliable and stable pure sine wave power. Due to its smart design and high reliability, this series combined with Lithium-ion battery pack and energy saving green power options.","It has been designed for telecom standard with 48Vdc battery voltage. 1-3KVA with same height of 2U. It features significant advantages, including compatibility with Li-ion batteries.","Latest HF IGBT technology Latest HF switching power supply rectifier and PFC Technology to achieve high overall efficiency LCD Display Large Color LCD+LED Screen with multi-functional keys Structure Design Standard 19” Rack-mount design Auto-Restart Auto restart (when mains power is restored, after discharge of the batteries). Tested and Verified All devices are fully tested and verified for maximum performance. OH1001R80400L OH1002R80400L OH1003R80400L 1KVA/0.8KW 2KVA/1.6KW 3KVA/2.4KW","Network, Banking, Servers, PC, Security, Education, E-commerce, Labs, Emergency Devices, Control circuits, Telecom devices",3,verified,website,https://i-sol.co.uk/product-line-4
PROD-065,i-power,UPS Solutions,Modular Series,T-6003 50-600k TL 3-3 (1PF) Modular Without Battery (50-600KVA),T-6003 50-600k TL 3-3 (1PF) Modular Without Battery (50-600KVA),200-600KVA,"The i-power T-6003 series is a true online double-conversion modular UPS that can provide your critcal equipment with reliable and stable power. It features significant advantages, including hot-swappable modular structure and N+X redundancy. With its high efficiency, this series delivers remarkably low total cost of ownership and operating expense.","The i-power T-6003 is the ultimate modular UPS series for Data centres and other critical loads. The UPS is designed to protect any critical high-density computer and IT environment, while achieving maximum availability. The T-6003 series grows along with the demands of the business without over-sizing the UPS optimizing both the initial investment and the total cost of ownership.",Wide Input Voltage Range 138-485VAC High Efficiency 96% overall efficiency for low running costs. Scalability Modular design provides easy maintenance and scalability Hot Swapable function ensure unintrrupted operations during maintenance Flexible Battery Configurations Each module has built-in bypass breaker to keep better system reliability Outstanding Performance The advanced technologies deployed within the UPS guarantees full rated power without any power downgrading even when operating at temperatures up to 40°C. Tested and Verified Product.. MH3200U15000S MH3300U15000S MH3400U15000S MH3500U15000S MH3600U15000S 200KVA 300KVA 400KVA 500KVA 600KVA,"Data Centers, Networks, Security, Storage, Finance",5,verified,website,https://i-sol.co.uk/product-line-4
PROD-066,i-power,UPS Solutions,Modular Series,T-6003 60-1600k TL 3-3 (1PF) Modualr Without Battery (60-1600KVA),T-6003 60-1600k TL 3-3 (1PF) Modualr Without Battery (60-1600KVA),60-400KVA,"The i-power T-6003 series is a true online double-conversion modular UPS that can provide your critical equipment with reliable and stable power. It features significant advantages, including hot-swappable modular structure and N+X redundancy. With its high efficiency, this series delivers remarkably low total cost of ownership and operating expense.","The i-power T-6003 is the ultimate modular UPS series for Data centres and other critical loads. The UPS is designed to protect any critical high-density computer and IT environment, while achieving maximum availability. The T-6003 series grows along with the demands of the business without over-sizing the UPS, optimizing both the initial investment and the total cost of ownership.","Built-in backfeed detection Single power module on/off control through LCD panel Pluggable power module design with front access to decrease MTTR, parallel redundancy capability for power guarantee Parallel operation up to 4 units with common battery Power walk-in function Dual-mains inputs (not applied for 80k module) Flexible battery configuration and adjustable charging current Emergency power off function(EPO) 50Hz/60Hz frequency converter mode Compatible to Lithium-ion battery Optional 97% Efficiency for 80KW module MH3060U94000S 60KVA/60KW MH3100U94000S 100KVA/100KW MH3120U94000S 120KVA/120KW MH3180U94000S 180KVA/180KW MH3200U94000S 200KVA/200KW MH3240U94000S 240KVA/240KW MH3300U94000S 300KVA/300KW MH3080U94000S 80KVA/80KW MH3160U94000S 160KVA/160KW MH3400U94000S 400KVA/400KW","Data Centers, Networks, Security, Storage, Finance Light Industrial Applications",10,verified,website,https://i-sol.co.uk/product-line-4
PROD-067,i-power,UPS Solutions,Modular Series,T-6003 300-1200k TL 3-3 (1PF) Modualr Without Battery (300-1200KVA),T-6003 300-1200k TL 3-3 (1PF) Modualr Without Battery (300-1200KVA),300-1200KVA,"The i-power T-4003 UPS Series is a high-performance, Double-Conversion Online UPS designed to deliver uncompromising power quality and reliability. Engineered with a Three-Phase architecture, it provides a seamless power backup solution for mission-critical environments","This series equipped with comprehensive power protection, the unit effectively mitigates a wide spectrum of electrical disturbances, including total power failure, voltage fluctuations (sags and surges), harmonic distortion, and frequency instability. Its advanced circuitry ensures that connected equipment receives a pure, stabilized sine wave at all times.","Power Factor 1 (kVA=kW) High Efficiency 97% System Parallel up to 8 units Energy Regenerative Protection UPS Health Detection High Reliabilit Green Power Intellegent Management OH3300T14400S OH3400T14400S OH3500T14400S OH3600T14400S OH3800T14800S OH31M0T14800S OH31M2T14800S 300KVA 400KVA 500KVA 600KVA 800KVA 1000KVA 1200KVA | Data quality notes (unresolved in source): OH3300T14400S: Model code also appears in series 9; Sub-category is ""Modular Series"" but the model code prefix is ""OH"" (expected ""MH"") - datasheet cell appears to reuse another series' codes ; OH3400T14400S: Model code also appears in series 9; Sub-category is ""Modular Series"" but the model code prefix is ""OH"" (expected ""MH"") - datasheet cell appears to reuse another series' codes ; OH3500T14400S: Model code also appears in series 9; Sub-category is ""Modular Series"" but the model code prefix is ""OH"" (expected ""MH"") - datasheet cell appears to reuse another series' codes ; OH3600T14400S: Model code also appears in series 9; Sub-category is ""Modular Series"" but the model code prefix is ""OH"" (expected ""MH"") - datasheet cell appears to reuse another series' codes ; OH3800T14800S: Model code also appears in series 9; Sub-category is ""Modular Series"" but the model code prefix is ""OH"" (expected ""MH"") - datasheet cell appears to reuse another series' codes ; OH31M0T14800S: Model code also appears in series 9; Sub-category is ""Modular Series"" but the model code prefix is ""OH"" (expected ""MH"") - datasheet cell appears to reuse another series' codes ; OH31M2T14800S: Model code also appears in series 9; Sub-category is ""Modular Series"" but the model code prefix is ""OH"" (expected ""MH"") - datasheet cell appears to reuse another series' codes","Data Centers, Networks, Security, Storage, Finance Light Industrial Applications",7,verified,website,https://i-sol.co.uk/product-line-4
PROD-068,i-power,UPS Solutions,Inverters,T-7701 1.6-6k TL 1-1 (1PF) Without Battery (1.6-6KVA),T-7701 1.6-6k TL 1-1 (1PF) Without Battery (1.6-6KVA),1.6-6KVA,"The i-power T-7701 Series is designed to deliver exceptional performance and reliability, making it ideal for both off-grid and on-grid (optional) applications. Featuring a pure sine wave MPPT solar inverter and a built-in 120A MPPT solar charger, it ensures maximum energy efficiency.","The battery equalization function extends the life cycle, while the reserved communication ports (RS485, CAN) enable seamless integration with a Battery Management System (BMS). With high PV input voltage range, touch buttons, and two outputs for smart load management (4/6kW optional), the T-7701 Series offers effortless operation and advanced load control.","Cost efficient solar energy inverter with easy access and two outputs for smart load management MPPT Pure sine wave MPPT solar inverter, Bulit-in 80/120A MPPT solar charger Battery equalization function extend life cycle, Reserved communication port(RS485,CAN) for BMS Hybrid T-7701 series is suitable for off-grid and on grid(optional) application Easy Access: High PV input voltage range With touch buttons, Two outputs for smart load managemen(4/6KW OPT) IH11X6W10100C 1600VA/1600W H13X2W10200C 3200VA/3200W IH1004W10200C 4000VA/4000W IH1006W10400C 6000VA/6000W | Data quality notes (unresolved in source): IH13X2W10200C: Model code in file is ""H13X2W10200C"" (missing leading letter) - normalised to ""IH13X2W10200C""","Residential, Commercial, Industry, Remote locations, Agriculture, Medical & Emergency, Public Infrastructure",4,verified,website,https://i-sol.co.uk/product-line-4
PROD-069,i-power,UPS Solutions,Inverters,T-7701 6-10k TL 1-1 (1PF) Without Battery (6-10KVA),T-7701 6-10k TL 1-1 (1PF) Without Battery (6-10KVA),6-10KVA,"The i-power T-7701 Series is an advanced hybrid inverter engineered for on-grid and off-grid applications, delivering reliable performance across diverse energy environments. With a rugged IP66-rated enclosure and a responsive LCD touchscreen, it ensures durability and easy control even in challenging conditions. Featuring a wide MPPT voltage range (90–450V), dual MPPT trackers, and high 140A charge/discharge current, it maximizes solar energy capture and battery efficiency. It supports both lithium and lead-acid battery technologies for flexible energy storage options.","Designed for seamless operation, the i-power T-7701 Series offers <10ms UPS transfer time, parallel operation of up to six units, and integrated communication interfaces including RS232, CAN, RS485, and optional WiFi/CT. Its smart features, such as remote monitoring and flexible tariff management, optimize energy use and system performance.","Easy Access: Accessible through a LCD touch screen and through the web On-Grid & Off Grid: T-7701 series is suitable for on-grid and off-grid applications. Remote Monitoring: Control and monitor your smart system on the Move via our monitoring App and website BMS:Battery Communication for lithium battery Safe:Physical and electrical dual isolation,Earth Leakage Current Monitoring,Anti-island protection,Insulation detection and so on Flexible Rate Terrif: Charge from the grid at off-peak time when energy is cheaper,and discharge at peak tme when energy is more expensive. IH1006W10400S 6kVA/6kW IH1008W10400S 8kVA/8kW H1010W10400S 10kVA/10kW | Data quality notes (unresolved in source): IH1010W10400S: Model code in file is ""H1010W10400S"" (missing leading letter) - normalised to ""IH1010W10400S""","Residential, Commercial, Industry, Remote locations, Agriculture, Medical & Emergency, Public Infrastructure",3,verified,website,https://i-sol.co.uk/product-line-4
PROD-070,i-power,UPS Solutions,Inverters,T-7701 3-5k TL 1-1 (1PF) Without Battery (3-5KVA),T-7701 3-5k TL 1-1 (1PF) Without Battery (3-5KVA),3-5KVA,The i-power T-7701 series are pure sine wave photovoltaic off-grid integrated inverters designed with latest advanced full-digital controlled technology.,It can provide super-high fast charging current and high-efficiency energy conversion and storage which is most cost effective more reliable and more practicla which safe electrical protection,"High Efficiency: Ultra-wide photovoltaic input voltage range with high-efficiency MPPT charging and battery intelligent management system. Fast Charging: Bidirectional DC-DC provides fast charging upto 80A Configuration Options: Provide up to 9 units parallel and 1P / 3P configuration options. Full Bridge Technology: nverter full-bridge technology can cope with various complex appliances Multiple Working Modes: Multiple optimized working modes for grid, photovoltaics and battery powers provide convenience for customers to choose. Monitoring Options: Wall-mounted and rack-mounted in-cabinet options are available Tested & Verified: All devices are fully tested and verified for maximum performance. IH1003R10200M IH1003W10200M 3KVA/3KW IH1005R10400M IH1005W10400M 5KVA/5KW","Residential, Commercial, Industry, Remote locations, Agriculture, Medical & Emergency, Public Infrastructure",4,verified,website,https://i-sol.co.uk/product-line-4
PROD-071,i-power,UPS Solutions,Inverters,T-7701 11k TL 1-1 (1PF) Without Battery (11KVA),T-7701 11k TL 1-1 (1PF) Without Battery (11KVA),11KVA,"The i-power T-7701 Series is a cutting-edge solar inverter engineered for exceptional performance and reliability. Equipped with a customizable RGB LED ring and a vibrant 5"" LCD touch-screen, it ensures effortless monitoring of system performance. Its advanced pure sine wave MPPT inverter and wide PV input voltage range maximize energy efficiency, while the integrated 120A MPPT solar charger optimizes solar energy utilization for peak performance","Designed to excel in challenging environments, the inverter features an anti-dust kit for enhanced durability and compatibility with lithium-ion batteries. Its battery equalization function improves performance and extends battery life. With an optional communication port (RS485, CAN-BUS, or RS232), it seamlessly integrates with Battery Management Systems (BMS), making it perfect for advanced energy solutions. The built-in 120A MPPT solar charger ensures optimal solar energy utilization.","MPPT: Built-in two MPPT, with wide PV input range:60-450VDC Battery: Battery equalization function extend life cycle Reserved communication port(RS485,CAN) for BMS Easy to Use: Configurable AC/PV output usage time and prioritization Easy to Access: Communication WiFi or bluetooth Touchable button with large 5"" colorful LCD On & Off Grid: T-7701 series is suitable for on & off-grid applications Parallel Function: Parallel operation up to 6 units IH1011W10400C 11000VA/11000W","Residential, Commercial, Industry, Remote locations, Agriculture, Medical & Emergency, Public Infrastructure",1,verified,website,https://i-sol.co.uk/product-line-4
PROD-072,i-power,UPS Solutions,Inverters,T-7703 8-20k 3-3 (1PF) Without Battery (8-20KVA),T-7703 8-20k 3-3 (1PF) Without Battery (8-20KVA),10-20KVA,"The i-power T-7703 Series is an advanced three-phase low-voltage hybrid inverter engineered for residential and small commercial applications, supporting power systems from 10kW to 20kW. It offers an impressive 500A charge/discharge current and supports three battery inputs for flexible energy storage configurations.","Built with cutting-edge SiC technology and a durable full aluminum IP66-rated enclosure, the T-7703 Series ensures exceptional efficiency, reliability, and long-term performance. It accommodates a wide input voltage range (154–286V per phase), features automatic 50/60Hz frequency adaptation, robust surge protection, and provides up to 150% unbalanced three-phase output for stable and efficient power delivery.","Extreme Climate Adaptabilit: Full-load operation, 45°C without derating High Battery Compatibility: Max. 500A charge/discharge, supports three battery inputs Wide Grid Adapbility: 154V-286V per phase input, 50/60Hz autoadaptation, built-in SPD High Surges and Output: 2x load surge for 10s, 150% three-phase unbalanced output Flexible System Expansion: Up to 8 units parallel, supports AC coupling for retrofit SiC + Full Aluminum + IP66: High efficiency, lightweight, IP66 protection H3010W10400M 10kVA/10kW IH3012W10400M 12kVA/12kW IH3015W10400M 15kVA/15kW IH3020W10400M 20kVA/20kW | Data quality notes (unresolved in source): IH3010W10400M: Model code in file is ""H3010W10400M"" (missing leading letter) - normalised to ""IH3010W10400M""","Residential, Commercial, Industry, Remote locations, Agriculture, Medical & Emergency, Public Infrastructure",4,verified,website,https://i-sol.co.uk/product-line-4
PROD-073,i-power,UPS Solutions,Accessories,Static Transfer Switch (STS) TL 1-1 16-32A,Static Transfer Switch (STS) TL 1-1 16-32A,16-32A,The i-power single phase static transfer switches (STS) transfer the power supply between independent single phase current power sources. In the event of an intteruption or abnormal conditions in one source feeding the power to critical load will be transferred to the second power source without intteruption of power to the connected load.,"The i-power STS provide an extremely fast load transfer, typically 1/4 of a cycle. This high speed load transfer guarantees the un ost sensitive electronic equipment","FULL-DIGITISED CONTROL WITH COMPREHENSIVE MONITORING & PROTECTIONS Priority Source Selection: Source-A, Source-B, Source A/B Advanced Communications: USB/RS 485 serial port interface (Optional). Auto-Restart:Auto restart (when mains power is restored, after discharge of the batteries). Tested & Verified: All devices are fully tested and verified for maximum performance. Model: STS22016 / STS22032 Capacity: 16A 32A","Networks, Servers, Commercial, Banking, Security, Education, E-commerce, Labs, Emergency Devices, Control circuits, Telecom devices",2,verified,website,https://i-sol.co.uk/product-line-4
PROD-074,i-power,UPS Solutions,Accessories,Static Transfer Switch (STS) TL 3-3 25-200A,Static Transfer Switch (STS) TL 3-3 25-200A,25-200A,"The i-power Static Transfer Switch (STS) series, operating at 380VAC and featuring a 3-phase / 4-pole switch mode, transfers the critical load between independent power sources. Designed with fully digital control , the STS boasts a high reliability and a fast operation speed.","In the event of an interruption or abnormal conditions in one source feeder, the critical load will be transferred to the second power source without interruption of power to the connected load. This high-speed load transfer guarantees the uniterrupted operation for even the most senstive electronic equipment and also supported by protection functions like input overvoltage and undervoltage protection","ADOPTING FULLY DIGITAL CONTROL, WITH STRONG ANTI-INTERFERENCE ABILITY AND FAST OPERATION SPEED Switching time ≤ 10ms High Reliability Strong Overload Capacity able to withstand full load start-up quipped with Input Overvoltage Undervoltage, overcurrent and other protection functions Front panel is equiped with With an optional display screen and indicator lights to intuitively understand the STS status information 4-Pole switching To switch the neutral at the same time as the phase conductors Models: STS380025 STS380032 STS380045 STS380063 STS380100 STS380160 STS380200 Capacity: 25A 32A 45A 63A 100A 160A 200A","Networks, Servers, Commercial, Banking, Security, Education, E-commerce, Labs, Emergency Devices, Control circuits, Telecom devices, Inustrial applications",7,verified,website,https://i-sol.co.uk/product-line-4
